entry_date,exit_date,ticker1,ticker2,direction,entry_price1,entry_price2,exit_price1,exit_price2,pnl,transaction_cost,duration,duration_days
2020-04-02,2020-04-03,AAPL,CAT,long,59.43937301635742,104.95313262939452,58.585147857666016,103.09214782714844,-0.04513898312034245,0.11134873129849529,1 days,1
2020-04-08,2020-04-09,AAPL,CAT,long,64.56961059570312,114.5368423461914,65.03555297851562,112.4061279296875,1.3985653422273505,0.1212190295973043,1 days,1
2020-05-04,2020-05-05,AAPL,CAT,short,71.14378356933594,97.7329559326172,72.21158599853516,98.8126449584961,-0.6532750548417722,0.11948207417942239,1 days,1
2020-05-06,2020-05-07,AAPL,CAT,short,72.95661163330078,97.68761444091795,73.71131134033203,97.34284973144533,-1.0464912941377862,0.12127247654080267,1 days,1
2020-05-08,2020-05-11,AAPL,CAT,short,75.46578216552734,101.71595764160156,76.65325927734375,98.54046630859376,-2.8838352213778733,0.12577404792137833,3 days,3
2020-05-12,2020-05-13,AAPL,CAT,short,75.7772445678711,95.26516723632812,74.8623046875,94.79336547851562,0.5586938261083932,0.12289497773111481,1 days,1
2020-05-14,2020-05-15,AAPL,CAT,short,75.32222747802734,96.34483337402344,74.87689208984375,97.91441345214844,1.0986688400333602,0.12297395876941289,1 days,1
2020-07-08,2020-07-09,AAPL,CAT,short,92.80105590820312,116.25069427490234,93.20011138916016,114.07323455810548,-1.6263156286603373,0.15029813854385837,1 days,1
2020-07-31,2020-08-03,AAPL,CAT,short,103.42752075195312,121.4632339477539,106.03363800048828,120.45775604248048,-3.266924905478764,0.16350270260827066,3 days,3
2020-08-04,2020-08-05,AAPL,CAT,short,106.74175262451172,120.22010803222656,107.12864685058594,123.37368774414062,1.0066503541778724,0.16620208986473967,1 days,1
2020-08-06,2020-08-07,AAPL,CAT,short,110.86629486083984,122.84349822998048,108.34564971923828,123.32795715332033,2.5886322472262475,0.17162414936689274,1 days,1
2020-08-10,2020-08-11,AAPL,CAT,short,109.92047119140624,129.81793212890625,106.65142059326172,130.2841339111328,3.32550410129367,0.17412785006137535,1 days,1
2020-08-12,2020-08-13,AAPL,CAT,short,110.19591522216795,130.32069396972656,112.1461181640625,128.5839385986328,-2.9838464758135173,0.17465195788969978,1 days,1
2020-08-14,2020-08-17,AAPL,CAT,short,112.04617309570312,127.93495178222656,111.75362396240234,126.8014678955078,-0.4433892552164854,0.17532223815916426,3 days,3
2020-08-18,2020-08-19,AAPL,CAT,short,112.68485260009766,126.48152923583984,112.82621002197266,126.16160583496094,-0.4748321916094916,0.17524206125779396,1 days,1
2020-08-20,2020-08-21,AAPL,CAT,short,115.32979583740234,125.6680145263672,121.27303314208984,126.53636932373048,-5.691237480761917,0.17748464369400732,1 days,1
2020-08-24,2020-08-25,AAPL,CAT,short,122.7234878540039,129.5071563720703,121.7166976928711,129.02268981933594,0.5803979742761705,0.18677715840004938,1 days,1
2020-08-26,2020-08-27,AAPL,CAT,short,123.37193298339844,129.64425659179688,121.89708709716795,131.05197143554688,1.9836020503942904,0.18749341269576464,1 days,1
2020-08-31,2020-09-01,AAPL,CAT,short,125.82672882080078,130.08302307128906,130.83872985839844,133.50169372558594,-3.5113067725735796,0.19016522050618334,1 days,1
2020-12-22,2020-12-23,AAPL,CAT,short,128.81787109375,162.39447021484375,127.91927337646484,164.08670043945312,1.5264298889119896,0.2091374625745224,1 days,1
2020-12-28,2020-12-29,AAPL,CAT,short,133.51617431640625,164.0406951904297,131.73846435546875,162.45889282226562,0.7807074779268481,0.21464998143733915,1 days,1
2021-01-25,2021-01-26,AAPL,CAT,short,139.60154724121094,173.20675659179688,139.8359832763672,173.08657836914062,-0.5191445041332978,0.2252688480597525,1 days,1
2021-01-27,2021-01-28,AAPL,CAT,short,138.76153564453125,167.00299072265625,133.90689086914062,170.43309020996094,6.3297964303927285,0.22136048112072332,1 days,1
2021-02-22,2021-02-23,AAPL,CAT,long,123.2583236694336,201.60922241210935,123.1213607788086,203.5692596435547,-1.3293620530803387,0.2229733592951766,1 days,1
2021-02-24,2021-02-25,AAPL,CAT,long,122.62244415283205,205.68653869628903,118.35733795166016,205.0855712890625,-4.192224464434132,0.22435410249885582,1 days,1
2021-02-26,2021-03-01,AAPL,CAT,long,118.62146759033205,199.59368896484372,125.0093765258789,203.18096923828125,4.396316243955266,0.2173396292283953,3 days,3
2021-03-02,2021-03-03,AAPL,CAT,long,122.3974609375,199.5382080078125,119.40406036376952,198.6968231201172,-2.798343486877119,0.22108818193797375,1 days,1
2021-03-04,2021-03-05,AAPL,CAT,long,117.51605987548828,196.71829223632807,118.77798461914062,203.5507659912109,-2.3321988196533936,0.21481206292481397,1 days,1
2021-03-08,2021-03-09,AAPL,CAT,long,113.8280792236328,204.86363220214844,118.45516204833984,200.4442596435547,6.597732343840088,0.21515273163313173,1 days,1
2021-03-10,2021-03-11,AAPL,CAT,long,117.36931610107422,204.3828887939453,119.30622863769533,203.18096923828125,2.312920473231288,0.2184561949330439,1 days,1
2021-03-12,2021-03-15,AAPL,CAT,long,118.39646911621094,211.72390747070312,121.29206085205078,213.33262634277344,1.8768122661607782,0.22311418353260568,3 days,3
2021-06-17,2021-06-18,AAPL,CAT,short,129.14129638671875,194.52415466308597,127.8380355834961,193.9761657714844,0.8068758164182748,0.2253520886323621,1 days,1
2021-06-21,2021-06-22,AAPL,CAT,short,129.6410675048828,198.01617431640625,131.28732299804688,197.94189453125,-1.9105729458794412,0.22757899732871129,1 days,1
2021-06-23,2021-06-24,AAPL,CAT,short,131.012939453125,198.5548248291016,130.72874450683594,203.70933532714844,2.6043759085928255,0.22921728345394704,1 days,1
2021-06-29,2021-06-30,AAPL,CAT,short,133.590087890625,199.77149963378903,134.20742797851562,202.1211700439453,0.3124003796845491,0.23239619390432936,1 days,1
2021-07-02,2021-07-06,AAPL,CAT,short,137.14715576171875,202.24191284179688,139.16575622558594,198.30406188964844,-4.203419360966815,0.23717511729423105,4 days,4
2021-07-07,2021-07-08,AAPL,CAT,short,141.66448974609375,199.3907165527344,140.36122131347656,196.9945526123047,-0.12214598678501504,0.24028226212089626,1 days,1
2021-07-09,2021-07-12,AAPL,CAT,short,142.19363403320312,201.92616271972656,141.5959014892578,203.0034942626953,0.8885105648499316,0.24206542694260194,3 days,3
2021-07-13,2021-07-14,AAPL,CAT,short,142.71298217773438,199.8550567626953,146.15240478515625,196.5580596923828,-5.311663288072171,0.24156041518028373,1 days,1
2021-07-15,2021-07-16,AAPL,CAT,short,145.4958953857422,196.34442138671875,143.44790649414062,193.13101196289065,0.2160437252811408,0.24260698355546972,1 days,1
2021-11-17,2021-11-18,AAPL,CAT,short,150.8503875732422,190.5733642578125,155.15505981445312,189.1086883544922,-5.274201644115395,0.2451071362424146,1 days,1
2021-11-19,2021-11-22,AAPL,CAT,short,157.78897094726562,188.1886138916016,158.25091552734375,190.00999450683597,0.1880360373354224,0.25086623256281926,3 days,3
2021-11-23,2021-11-24,AAPL,CAT,short,158.63418579101562,192.7797088623047,159.15505981445312,194.4133453369141,0.03313321664028013,0.25398218280789453,1 days,1
2021-11-26,2021-11-29,AAPL,CAT,short,154.11328125,186.5830993652344,157.48428344726562,183.94485473632807,-4.922262861909668,0.24639646243471353,3 days,3
2021-11-30,2021-12-01,AAPL,CAT,short,162.45730590820312,181.53192138671875,161.93641662597656,179.766845703125,-0.6043515925959514,0.25224219665732295,1 days,1
2021-12-02,2021-12-03,AAPL,CAT,short,160.94378662109375,184.7617034912109,159.0568084716797,185.7099609375,2.1036560027275364,0.2523261134089009,1 days,1
2021-12-06,2021-12-07,AAPL,CAT,short,162.47695922851562,188.9772186279297,168.2361297607422,191.99102783203125,-4.524498002467599,0.2559442612818864,1 days,1
2021-12-08,2021-12-09,AAPL,CAT,short,172.06912231445312,191.7093963623047,171.55804443359375,191.65306091308597,0.21632686771685455,0.2668877474712986,1 days,1
2021-12-10,2021-12-13,AAPL,CAT,short,176.36395263671875,191.0240173339844,172.71774291992188,188.94908142089844,2.3491119381724412,0.27084359233740096,3 days,3
2021-12-14,2021-12-15,AAPL,CAT,short,171.33200073242188,189.3152618408203,176.21652221679688,190.16964721679688,-4.726912728671673,0.2649664974736801,1 days,1
2022-03-08,2022-03-09,AAPL,CAT,long,154.92958068847656,198.12095642089844,160.35171508789062,197.9133758544922,5.271883500263114,0.2529193352808219,1 days,1
2022-03-10,2022-03-11,AAPL,CAT,long,155.9923858642578,199.8096923828125,152.2628173828125,202.6777191162109,-5.402899284822125,0.25481738184382763,1 days,1
2022-03-14,2022-03-15,AAPL,CAT,long,148.21835327148438,203.25323486328125,152.61705017089844,204.21551513671875,3.6740107937614797,0.24874651023253355,1 days,1
2022-05-12,2022-05-13,AAPL,CAT,long,140.4929962158203,192.46380615234372,144.97698974609375,193.69615173339844,3.6387960711098377,0.23568474914028542,1 days,1
2022-05-18,2022-05-19,AAPL,CAT,long,138.77822875976562,197.11827087402344,135.35850524902344,195.9997100830078,-3.1027603174395293,0.23627205948597113,1 days,1
2022-05-25,2022-05-26,AAPL,CAT,long,138.4825439453125,198.41696166992188,141.69528198242188,201.90545654296875,1.2507250983279328,0.23661870143331232,1 days,1
2022-06-13,2022-06-14,AAPL,CAT,long,129.9678497314453,196.11346435546875,130.83506774902344,195.93333435058597,0.7293448190155458,0.22696470756823678,1 days,1
2022-07-14,2022-07-15,AAPL,CAT,short,146.31729125976562,161.09591674804688,147.99261474609375,164.35687255859375,-0.28846369349039114,0.225994623901114,1 days,1
2022-08-03,2022-08-04,AAPL,CAT,short,163.7212371826172,174.56036376953125,163.4058837890625,175.29537963867188,0.42883098694186533,0.2500580261641315,1 days,1
2022-09-30,2022-10-03,AAPL,CAT,long,136.38540649414062,156.62420654296875,140.57957458496094,163.4492950439453,0.6046582536592663,0.21385105091471945,3 days,3
2022-10-07,2022-10-10,AAPL,CAT,long,138.2505645751953,169.48211669921875,138.57620239257812,170.55123901367188,-0.42522105697544166,0.22207567486724247,3 days,3
2022-10-11,2022-10-12,AAPL,CAT,long,137.15512084960938,171.5821533203125,136.52352905273438,171.34352111816406,-0.7355842581616572,0.2220189000278431,1 days,1
2022-10-13,2022-10-14,AAPL,CAT,long,141.1124725341797,174.81809997558594,136.56301879882812,170.09304809570312,-2.440040572002649,0.2275767367108329,1 days,1
2022-10-27,2022-10-28,AAPL,CAT,long,142.89871215820312,203.8553466796875,153.69508361816406,210.77413940429688,7.130642305421348,0.2437246709782412,1 days,1
2022-11-01,2022-11-02,AAPL,CAT,long,148.67189025878906,209.96694946289065,143.12570190429688,206.16159057617188,-3.916595189102181,0.2525206209637947,1 days,1
2022-11-03,2022-11-04,AAPL,CAT,long,137.05645751953125,210.697265625,136.78955078125,218.95184326171875,-4.5908509699297815,0.24126639938963884,1 days,1
2022-11-07,2022-11-08,AAPL,CAT,long,137.3233184814453,219.68212890625,137.8966827392578,220.83526611328125,-0.24294947267945527,0.2459771342550538,1 days,1
2022-11-09,2022-11-10,AAPL,CAT,long,133.31988525390625,216.7320251464844,145.18194580078125,223.3721618652344,8.337363506854516,0.24051459266934966,1 days,1
2022-12-27,2022-12-28,AAPL,CAT,long,128.53550720214844,233.64468383789065,124.59137725830078,230.0315399169922,-2.4011799763832156,0.24409514129982635,1 days,1
2023-01-03,2023-01-04,AAPL,CAT,long,123.63251495361328,229.55105590820312,124.90771484375,231.9342041015625,-0.14066219449168185,0.23716745866280822,1 days,1
2023-03-13,2023-03-14,AAPL,CAT,short,148.9676971435547,216.95458984375,151.06654357910156,217.89114379882807,-1.891903448238069,0.25627248408041753,1 days,1
2023-03-15,2023-03-16,AAPL,CAT,short,151.46255493164062,209.77102661132807,154.2939910888672,211.1710662841797,-2.3941970692271766,0.25521438305505934,1 days,1
2023-03-17,2023-03-20,AAPL,CAT,short,153.4524688720703,207.59860229492188,155.8284912109375,212.7159118652344,-0.10115333399614318,0.25612982547323954,3 days,3
2023-03-21,2023-03-22,AAPL,CAT,short,157.68972778320312,217.16700744628903,156.2542266845703,212.36831665039065,-1.203009861285323,0.2650995755330154,1 days,1
2023-03-23,2023-03-24,AAPL,CAT,short,157.34323120117188,211.8759307861328,158.6500701904297,209.5296630859375,-2.7294288210220397,0.26213613568145677,1 days,1
2023-04-04,2023-04-05,AAPL,CAT,short,163.97633361816406,209.95448303222656,162.125,206.16958618164065,-0.28847863350064246,0.26781889848133505,1 days,1
2023-04-06,2023-04-10,AAPL,CAT,short,163.0160369873047,201.9598846435547,160.4122772216797,208.10069274902344,5.378071966058126,0.2629045086120701,4 days,4
2023-08-01,2023-08-02,AAPL,CAT,long,193.9248809814453,281.6007385253906,190.9209899902344,280.547119140625,-2.815978841660962,0.3332033690304538,1 days,1
2023-08-03,2023-08-04,AAPL,CAT,long,189.5231475830078,274.5765380859375,180.42221069335935,269.6889038085937,-7.008861947073475,0.3253274969558068,1 days,1
2023-08-07,2023-08-08,AAPL,CAT,long,177.3092803955078,274.77166748046875,178.2510986328125,275.9814147949219,0.030272390746475808,0.31321013990953206,1 days,1
2023-08-09,2023-08-10,AAPL,CAT,long,176.6549530029297,277.5813293457031,176.43682861328125,276.8887023925781,-0.18949960065194804,0.3139454589311217,1 days,1
2023-08-11,2023-08-14,AAPL,CAT,long,176.49639892578125,278.2544860839844,178.15428161621094,277.59112548828125,1.671858081340329,0.31411984521918246,3 days,3
2023-08-15,2023-08-16,AAPL,CAT,long,176.15887451171875,270.5961608886719,175.28530883789062,267.8060302734375,0.19642612309034702,0.30999454681071836,1 days,1
2023-08-17,2023-08-18,AAPL,CAT,long,172.7340087890625,268.449951171875,173.220458984375,267.1133728027344,0.8420078091800067,0.3055081751916044,1 days,1
2023-10-31,2023-11-01,AAPL,CAT,short,169.52749633789062,221.6690216064453,172.70420837402344,227.3370056152344,-0.6525160684427189,0.2791640205115123,1 days,1
2023-11-02,2023-11-03,AAPL,CAT,short,176.2780303955078,234.4857177734375,175.3647003173828,236.0841217041016,1.4116400033885208,0.2922536361825864,1 days,1
2023-11-06,2023-11-07,AAPL,CAT,short,177.92593383789062,233.6619873046875,180.4971160888672,230.3670959472656,-4.494315166256654,0.2934941261542227,1 days,1
2023-11-08,2023-11-09,AAPL,CAT,short,181.559326171875,230.26905822753903,181.08279418945312,229.61204528808597,-0.1438731214890248,0.2954493906736376,1 days,1
2023-11-10,2023-11-13,AAPL,CAT,short,185.2875518798828,235.03485107421875,183.6970977783203,236.9863128662109,2.254103773460816,0.30153475658488565,3 days,3
2023-11-14,2023-11-15,AAPL,CAT,short,186.32135009765625,243.05633544921875,186.88792419433597,246.22373962402344,0.6934741463126337,0.3065359457317777,1 days,1
2023-11-16,2023-11-17,AAPL,CAT,short,188.5778045654297,243.39956665039065,188.55792236328125,248.1653594970703,2.068060244544965,0.3089621608436489,1 days,1
2023-11-20,2023-11-21,AAPL,CAT,short,190.30740356445312,245.59613037109372,189.5022430419922,244.5762939453125,-0.011024263640973253,0.3117781706082295,1 days,1
2023-11-22,2023-11-24,AAPL,CAT,short,190.16824340820312,241.2421722412109,188.83624267578125,242.56602478027344,1.6772868199456201,0.3094855618902525,2 days,2
2024-01-05,2024-01-08,AAPL,CAT,long,180.09869384765625,283.3303527832031,184.4525604248047,286.5860595703125,2.423375662830514,0.3202326415094399,3 days,3
2024-02-02,2024-02-05,AAPL,CAT,long,184.74082946777344,310.4148864746094,186.55990600585935,316.6312255859375,-1.5937681431046213,0.33827066849619625,3 days,3
2024-02-06,2024-02-07,AAPL,CAT,long,188.17025756835935,317.931640625,188.2795867919922,318.78875732421875,-0.660014780193924,0.3454178501743642,1 days,1
2024-03-01,2024-03-04,AAPL,CAT,long,178.81565856933594,331.7042236328125,174.27708435058594,333.62530517578125,-5.831607819763764,0.34287511022053513,3 days,3
2024-03-05,2024-03-06,AAPL,CAT,long,169.3204803466797,328.5812683105469,168.32518005371094,330.650146484375,-2.35039368005014,0.33183533201633253,1 days,1
2024-03-07,2024-03-08,AAPL,CAT,long,168.2057647705078,335.1719970703125,169.92762756347656,334.15728759765625,1.8897532780442479,0.33398036192807423,1 days,1
2024-03-13,2024-03-14,AAPL,CAT,long,170.3257598876953,336.4526672363281,172.18695068359375,336.8468017578125,1.3295198223375173,0.33673377088269046,1 days,1
2024-03-21,2024-03-22,AAPL,CAT,long,170.5646209716797,359.1508483886719,171.47035217285156,352.7965393066406,3.700345502559502,0.348199052639133,1 days,1
2024-05-29,2024-05-30,AAPL,CAT,short,189.652587890625,334.3074951171875,190.6492462158203,335.4346923828125,-0.7941511161900345,0.35499960618040444,1 days,1
2024-05-31,2024-06-03,AAPL,CAT,short,191.60601806640625,334.712890625,193.38006591796875,327.6334533691406,-5.632659957674271,0.3571535431932261,3 days,3
2024-06-04,2024-06-05,AAPL,CAT,short,193.6989898681641,323.88604736328125,195.21389770507807,325.7449035644531,-0.9494173326695801,0.3538916058859661,1 days,1
2024-06-06,2024-06-07,AAPL,CAT,short,193.8285675048828,324.5979919433594,196.23046875,325.2406311035156,-2.4384280481523093,0.35437330818403057,1 days,1
2024-06-11,2024-06-12,AAPL,CAT,short,206.45611572265625,323.62896728515625,212.35630798339844,325.03302001953125,-5.572275528153157,0.3665215810633107,1 days,1
2024-06-13,2024-06-14,AAPL,CAT,short,213.5223693847656,322.6896667480469,211.7782287597656,317.8546447753906,-1.0203632605935105,0.3731232608066253,1 days,1
2024-06-17,2024-06-18,AAPL,CAT,short,215.94422912597656,318.7742004394531,213.5721893310547,321.4833984375,3.338388673656877,0.3736085481143851,1 days,1
2024-07-10,2024-07-11,AAPL,CAT,short,232.19960021972656,324.78582763671875,226.80772399902344,327.406005859375,6.294967614149195,0.39283724360754524,1 days,1
2024-09-17,2024-09-18,AAPL,CAT,long,216.31390380859372,351.13653564453125,220.20535278320312,352.55621337890625,2.799298113002168,0.3899844916040426,1 days,1
2024-09-24,2024-09-25,AAPL,CAT,long,226.8706817626953,383.1437377929688,225.8728790283203,375.5191955566406,2.356890465824235,0.4163718911156633,1 days,1
2024-09-26,2024-09-27,AAPL,CAT,long,227.02035522460935,388.137451171875,227.2897491455078,388.256591796875,-0.20852394205145808,0.4189914332746775,1 days,1
2024-10-01,2024-10-02,AAPL,CAT,long,225.71324157714844,389.55712890625,226.281982421875,391.2051086425781,-0.6647291783846391,0.41838648599721984,1 days,1
2024-10-03,2024-10-04,AAPL,CAT,long,225.1744079589844,388.2665100097656,226.30194091796875,394.2232055664063,-2.23583181026059,0.41720931794324745,1 days,1
2024-10-07,2024-10-08,AAPL,CAT,long,221.20315551757807,395.3748168945313,225.27420043945312,385.1590881347656,8.706945680329948,0.41675380285637664,1 days,1
2024-10-11,2024-10-14,AAPL,CAT,long,227.05029296875,399.1175842285156,230.79205322265625,391.1058654785156,7.279869051218693,0.42445209658691874,3 days,3
2024-11-06,2024-11-07,AAPL,CAT,long,222.23089599609372,415.3572998046875,226.98043823242188,406.7189636230469,8.59436056725648,0.4276647915883083,1 days,1
2024-12-10,2024-12-11,AAPL,CAT,short,247.4978790283203,386.9713745117188,246.2192840576172,387.4495849609375,1.0762235371618507,0.43889222068548606,1 days,1
2024-12-12,2024-12-13,AAPL,CAT,short,247.68768310546875,379.38916015625,247.85748291015625,379.1201477050781,-0.7381840759738957,0.43533189485522317,1 days,1
2024-12-16,2024-12-17,AAPL,CAT,short,250.7642822265625,377.5359497070313,253.20159912109372,374.4273376464844,-4.412314666079588,0.4374919042302977,1 days,1
2024-12-18,2024-12-19,AAPL,CAT,short,247.77757263183597,362.5608520507813,249.51565551757807,359.0537109375,-3.89979804871564,0.4270985771285625,1 days,1
2024-12-20,2024-12-23,AAPL,CAT,short,254.21051025390625,364.7030029296875,254.9896545410156,364.0553894042969,-1.53404210461178,0.4345910131637024,3 days,3
2024-12-24,2024-12-26,AAPL,CAT,short,257.9164428710937,366.2274169921875,258.7355041503906,365.779052734375,-1.4798711855808593,0.4390509142786199,2 days,2
2024-12-27,2024-12-30,AAPL,CAT,short,255.30929565429688,363.52728271484375,251.9230194091797,361.68408203125,2.039528992686325,0.4351082925114116,3 days,3
2020-07-23,2020-07-24,AAPL,PG,long,90.37010955810548,112.94617462158205,90.14624786376952,112.76712036132812,-0.1691763533563625,0.3381984665515495,1 days,1
2020-07-28,2020-07-29,AAPL,PG,long,90.76675415039062,114.48602294921876,92.50658416748048,114.8709945678711,0.5531450778336217,0.34197387171129867,1 days,1
2020-07-30,2020-07-31,AAPL,PG,long,93.62594604492188,117.65524291992188,103.42752075195312,117.38664245605467,10.039155251411625,0.35178701827425196,1 days,1
2020-09-11,2020-09-14,AAPL,PG,long,109.21105194091795,123.67139434814452,112.48738098144533,124.11009216308594,1.9331582052747338,0.38057286274218793,3 days,3
2020-09-18,2020-09-21,AAPL,PG,long,104.1795425415039,122.98204803466795,107.33887481689452,122.39118194580078,4.081791603014226,0.3740287783056753,3 days,3
2020-12-01,2020-12-02,AAPL,PG,short,119.87056732177734,125.46532440185548,120.2222137451172,124.55611419677734,-2.7418190823568334,0.39516864899952375,1 days,1
2020-12-03,2020-12-04,AAPL,PG,short,120.08546447753906,123.63787078857422,119.41146850585938,123.75491333007812,0.5394389270364074,0.39137371733214366,1 days,1
2020-12-07,2020-12-08,AAPL,PG,short,120.87665557861328,123.94396209716795,121.49203491210938,124.27706909179688,-0.2773070174093537,0.3928365390249835,1 days,1
2020-12-09,2020-12-10,AAPL,PG,short,118.9523696899414,122.8006820678711,120.37849426269533,121.99047088623048,-3.5923069439288415,0.3884036492620029,1 days,1
2020-12-11,2020-12-14,AAPL,PG,short,119.56775665283205,122.89070129394533,118.9523696899414,122.29656219482422,-1.077499393950041,0.3892165578936932,3 days,3
2020-12-15,2020-12-16,AAPL,PG,short,124.91075134277344,123.01673126220705,124.84239196777344,123.57485961914062,0.8981777205936151,0.39483608961617145,1 days,1
2020-12-17,2020-12-18,AAPL,PG,short,125.71174621582033,124.45711517333984,123.71910095214844,125.16827392578124,3.1542839150827384,0.39879759859544484,1 days,1
2020-12-21,2020-12-22,AAPL,PG,short,125.25263214111328,123.79991912841795,128.81787109375,122.9267120361328,-5.878140793592701,0.39689645413253505,1 days,1
2020-12-23,2020-12-24,AAPL,PG,short,127.91927337646484,122.73767852783205,128.90579223632812,123.97998046875,1.3421282146363982,0.39723230954307265,1 days,1
2020-12-28,2020-12-29,AAPL,PG,short,133.51617431640625,124.84418487548828,131.73846435546875,124.61012268066406,0.856675495776321,0.4074513414129459,1 days,1
2020-12-30,2020-12-31,AAPL,PG,short,130.6151580810547,124.02499389648438,129.6090545654297,125.25829315185548,3.3094762158971536,0.4027528428363767,1 days,1
